Sno,Organisation,Location,Date,Rocket Status,Mission Status
2595,General Dynamics,"SLC-3E, Vandenberg AFB, California, USA","Sat May 13, 1978 10:34 UTC",Retired,Success
2596,RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia","Fri May 12, 1978 11:00 UTC",Retired,Success
2597,RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia","Fri May 12, 1978 04:07 UTC",Retired,Success
2598,RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia","Fri May 05, 1978 15:30 UTC",Retired,Success
2599,RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia","Thu Apr 20, 1978 15:30 UTC",Retired,Success
2600,CASC,"Site 138 (LA-2B), Jiuquan Satellite Launch Center, China","Sat Apr 15, 1978 16:39 UTC",Retired,Success
2601,General Dynamics,"LC-13, Cape Canaveral AFS, Florida, USA","Fri Apr 07, 1978 00:45 UTC",Retired,Success
2602,RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan","Thu Apr 06, 1978 09:10 UTC",Retired,Success
2603,General Dynamics,"SLC-36B, Cape Canaveral AFS, Florida, USA","Fri Mar 31, 1978 23:36 UTC",Retired,Success
2604,RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia","Fri Mar 31, 1978 14:01 UTC",Retired,Success
2605,RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan","Thu Mar 30, 1978 07:50 UTC",Retired,Success
2606,RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia","Tue Mar 28, 1978 01:30 UTC",Retired,Success
2607,Martin Marietta,"SLC-40, Cape Canaveral AFS, Florida, USA","Sat Mar 25, 1978 18:09 UTC",Retired,Success
2608,RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia","Fri Mar 17, 1978 10:50 UTC",Retired,Success
2609,Martin Marietta,"SLC-4E, Vandenberg AFB, California, USA","Thu Mar 16, 1978 18:43 UTC",Retired,Success
2610,RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia","Wed Mar 15, 1978 15:57 UTC",Retired,Success
2611,RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia","Fri Mar 10, 1978 10:42 UTC",Retired,Success
2612,RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan","Sat Mar 04, 1978 07:40 UTC",Retired,Success
2613,RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia","Thu Mar 02, 1978 22:07 UTC",Retired,Success
2614,RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia","Tue Feb 28, 1978 06:43 UTC",Retired,Success
2615,Martin Marietta,"SLC-4W, Vandenberg AFB, California, USA","Sat Feb 25, 1978 05:00 UTC",Retired,Success
2616,General Dynamics,"SLC-3E, Vandenberg AFB, California, USA","Wed Feb 22, 1978 23:44 UTC",Retired,Success
2617,RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia","Fri Feb 17, 1978 16:33 UTC",Retired,Success
2618,MHI,"LA-Y1, Tanegashima Space Center, Japan","Thu Feb 16, 1978 04:00 UTC",Retired,Success
2619,RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan","Tue Feb 14, 1978 09:30 UTC",Retired,Success
2620,General Dynamics,"SLC-36A, Cape Canaveral AFS, Florida, USA","Thu Feb 09, 1978 21:17 UTC",Retired,Success
2621,RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia","Wed Feb 08, 1978 12:15 UTC",Retired,Success
2622,ISAS,"Mu Pad, Uchinoura Space Center, Japan","Sat Feb 04, 1978 07:00 UTC",Retired,Success
2623,RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia","Tue Jan 31, 1978 14:50 UTC",Retired,Success
2624,CASC,"Site 138 (LA-2B), Jiuquan Satellite Launch Center, China","Thu Jan 26, 1978 04:58 UTC",Retired,Success
2625,RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan","Tue Jan 24, 1978 09:50 UTC",Retired,Success
2626,RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia","Tue Jan 24, 1978 06:51 UTC",Retired,Success
2627,RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia","Tue Jan 17, 1978 03:26 UTC",Retired,Success
2628,RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia","Fri Jan 13, 1978 15:15 UTC",Retired,Success
2629,RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia","Tue Jan 10, 1978 20:51 UTC",Retired,Success
2630,RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia","Tue Jan 10, 1978 13:23 UTC",Retired,Success
2631,General Dynamics,"SLC-36B, Cape Canaveral AFS, Florida, USA","Sat Jan 07, 1978 00:15 UTC",Retired,Success
2632,RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia","Fri Jan 06, 1978 15:50 UTC",Retired,Success
2633,RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan","Tue Dec 27, 1977 09:20 UTC",Retired,Success
2634,RVSN USSR,"Site 32/2, Plesetsk Cosmodrome, Russia","Tue Dec 27, 1977 08:00 UTC",Retired,Success
2635,RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia","Fri Dec 23, 1977 16:24 UTC",Retired,Success
2636,RVSN USSR,"Site 90/20, Baikonur Cosmodrome, Kazakhstan","Wed Dec 21, 1977 10:35 UTC",Retired,Success
2637,RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia","Tue Dec 20, 1977 15:50 UTC",Retired,Success
2638,RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia","Fri Dec 16, 1977 04:25 UTC",Retired,Success
2639,RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia","Wed Dec 14, 1977 09:30 UTC",Retired,Success
2640,RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia","Tue Dec 13, 1977 15:53 UTC",Retired,Success
2641,RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan","Mon Dec 12, 1977 09:40 UTC",Retired,Success
2642,General Dynamics,"LC-13, Cape Canaveral AFS, Florida, USA","Sun Dec 11, 1977 22:45 UTC",Retired,Success
2643,RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","Sat Dec 10, 1977 01:18 UTC",Retired,Success
2644,General Dynamics,"SLC-3W, Vandenberg AFB, California, USA","Thu Dec 08, 1977 17:45 UTC",Retired,Success
2645,RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia","Thu Dec 08, 1977 11:00 UTC",Retired,Success
2646,RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia","Sun Dec 04, 1977 12:00 UTC",Retired,Success
2647,RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia","Tue Nov 29, 1977 07:05 UTC",Retired,Success
2648,RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia","Thu Nov 24, 1977 14:30 UTC",Retired,Success
2649,RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia","Fri Oct 28, 1977 16:00 UTC",Retired,Success
2650,RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia","Fri Oct 28, 1977 01:37 UTC",Retired,Success
2651,RVSN USSR,"Site 90/20, Baikonur Cosmodrome, Kazakhstan","Wed Oct 26, 1977 05:14 UTC",Retired,Success
2652,RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia","Tue Oct 25, 1977 05:25 UTC",Retired,Success
2653,RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia","Fri Oct 21, 1977 10:05 UTC",Retired,Success
2654,RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia","Tue Oct 11, 1977 15:14 UTC",Retired,Success
2655,RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","Sun Oct 09, 1977 02:40 UTC",Retired,Success
2656,RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan","Fri Sep 30, 1977 09:46 UTC",Retired,Success
2657,General Dynamics,"SLC-36A, Cape Canaveral AFS, Florida, USA","Fri Sep 30, 1977 01:02 UTC",Retired,Success
2658,RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia","Sat Sep 24, 1977",Retired,Success
2659,RVSN USSR,"Site 32/2, Plesetsk Cosmodrome, Russia","Sat Sep 24, 1977 10:15 UTC",Retired,Success
2660,US Air Force,"SLC-4W, Vandenberg AFB, California, USA","Fri Sep 23, 1977 18:34 UTC",Retired,Success
2661,RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan","Thu Sep 22, 1977",Retired,Success
2662,RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia","Tue Sep 20, 1977 01:00 UTC",Retired,Success
2663,RVSN USSR,"Site 90/20, Baikonur Cosmodrome, Kazakhstan","Sun Sep 18, 1977 13:48 UTC",Retired,Success
2664,RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia","Fri Sep 16, 1977 14:30 UTC",Retired,Success
2665,RVSN USSR,"Site 90/20, Baikonur Cosmodrome, Kazakhstan","Fri Sep 16, 1977 14:25 UTC",Retired,Success
2666,CASC,"Site 138 (LA-2B), Jiuquan Satellite Launch Center, China","Wed Sep 14, 1977 00:15 UTC",Retired,Success
2667,RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia","Tue Sep 13, 1977 19:59 UTC",Retired,Success
2668,RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia","Tue Sep 13, 1977 15:10 UTC",Retired,Success
2669,RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia","Tue Sep 06, 1977 17:30 UTC",Retired,Success
2670,Martin Marietta,"SLC-41, Cape Canaveral AFS, Florida, USA","Mon Sep 05, 1977 12:56 UTC",Retired,Success
2671,RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia","Fri Sep 02, 1977 09:00 UTC",Retired,Success
2672,RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia","Tue Aug 30, 1977 18:06 UTC",Retired,Success
2673,RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia","Sat Aug 27, 1977 10:09 UTC",Retired,Success
2674,RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia","Wed Aug 24, 1977 18:20 UTC",Retired,Success
2675,RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia","Wed Aug 24, 1977 14:29 UTC",Retired,Success
2676,RVSN USSR,"Site 90/20, Baikonur Cosmodrome, Kazakhstan","Wed Aug 24, 1977 07:07 UTC",Retired,Success
2677,Martin Marietta,"SLC-41, Cape Canaveral AFS, Florida, USA","Sat Aug 20, 1977 14:29 UTC",Retired,Success
2678,General Dynamics,"SLC-36B, Cape Canaveral AFS, Florida, USA","Fri Aug 12, 1977 06:29 UTC",Retired,Success
2679,RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan","Wed Aug 10, 1977 10:40 UTC",Retired,Success
2680,RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia","Wed Aug 03, 1977 14:01 UTC",Retired,Success
2681,RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia","Fri Jul 29, 1977 08:00 UTC",Retired,Success
2682,RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia","Wed Jul 27, 1977 18:07 UTC",Retired,Success
2683,RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia","Fri Jul 22, 1977 10:00 UTC",Retired,Success
2684,RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan","Wed Jul 20, 1977 07:35 UTC",Retired,Success
2685,RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia","Wed Jul 20, 1977 04:44 UTC",Retired,Success
2686,RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia","Tue Jul 19, 1977 08:40 UTC",Retired,Success
2687,RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia","Wed Jul 13, 1977 05:02 UTC",Retired,Success
2688,RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia","Tue Jul 12, 1977 09:00 UTC",Retired,Success
2689,RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia","Fri Jul 08, 1977 17:30 UTC",Retired,Success
2690,RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia","Thu Jul 07, 1977 07:25 UTC",Retired,Success
2691,RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia","Mon Jul 04, 1977 22:20 UTC",Retired,Success
2692,RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia","Fri Jul 01, 1977 11:52 UTC",Retired,Success
2693,RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia","Thu Jun 30, 1977 14:00 UTC",Retired,Success
2694,RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan","Wed Jun 29, 1977 18:34 UTC",Retired,Success
2695,Martin Marietta,"SLC-4E, Vandenberg AFB, California, USA","Mon Jun 27, 1977 18:30 UTC",Retired,Success
2696,RVSN USSR,"Site 32/2, Plesetsk Cosmodrome, Russia","Fri Jun 24, 1977 10:30 UTC",Retired,Success
2697,RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","Fri Jun 24, 1977 05:41 UTC",Retired,Success
2698,General Dynamics,"SLC-3W, Vandenberg AFB, California, USA","Thu Jun 23, 1977 09:16 UTC",Retired,Success
2699,RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan","Wed Jun 22, 1977 08:00 UTC",Retired,Success
2700,RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia","Sat Jun 18, 1977 10:30 UTC",Retired,Success
2701,RVSN USSR,"Site 90/20, Baikonur Cosmodrome, Kazakhstan","Fri Jun 17, 1977 07:23 UTC",Retired,Success
2702,RVSN USSR,"Site 107/1, Kapustin Yar, Russia","Fri Jun 17, 1977 03:30 UTC",Retired,Success
2703,RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia","Thu Jun 16, 1977 01:58 UTC",Retired,Success
2704,RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia","Fri Jun 10, 1977 08:00 UTC",Retired,Success
2705,RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia","Wed Jun 08, 1977 14:00 UTC",Retired,Success
2706,RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan","Tue May 31, 1977 07:30 UTC",Retired,Success
2707,RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia","Mon May 30, 1977 22:30 UTC",Retired,Success
2708,General Dynamics,"SLC-36A, Cape Canaveral AFS, Florida, USA","Thu May 26, 1977 21:47 UTC",Retired,Success
2709,RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia","Thu May 26, 1977 07:00 UTC",Retired,Success
2710,RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia","Wed May 25, 1977 11:00 UTC",Retired,Success
2711,General Dynamics,"LC-13, Cape Canaveral AFS, Florida, USA","Mon May 23, 1977 18:13 UTC",Retired,Success
2712,RVSN USSR,"Site 90/20, Baikonur Cosmodrome, Kazakhstan","Mon May 23, 1977 12:14 UTC",Retired,Success
2713,RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia","Thu May 19, 1977 16:30 UTC",Retired,Success
2714,RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan","Tue May 17, 1977 10:10 UTC",Retired,Success
2715,Martin Marietta,"SLC-40, Cape Canaveral AFS, Florida, USA","Thu May 12, 1977 14:27 UTC",Retired,Success
2716,RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia","Thu May 05, 1977 14:00 UTC",Retired,Success
2717,RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia","Thu Apr 28, 1977 09:10 UTC",Retired,Success
2718,RVSN USSR,"Site 107/1, Kapustin Yar, Russia","Wed Apr 27, 1977",Retired,Success
2719,RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia","Tue Apr 26, 1977 14:45 UTC",Retired,Success
2720,RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan","Wed Apr 20, 1977 09:00 UTC",Retired,Success
2721,RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia","Mon Apr 11, 1977 01:38 UTC",Retired,Success
2722,RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia","Thu Apr 07, 1977 08:59 UTC",Retired,Success
2723,RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia","Tue Apr 05, 1977 10:30 UTC",Retired,Success
2724,RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia","Tue Apr 05, 1977 02:05 UTC",Retired,Success
2725,RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia","Tue Mar 29, 1977",Retired,Success
2726,RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia","Thu Mar 24, 1977 22:11 UTC",Retired,Success
2727,RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia","Thu Mar 24, 1977 11:51 UTC",Retired,Success
2728,RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia","Thu Mar 17, 1977 08:30 UTC",Retired,Success
2729,US Air Force,"SLC-4W, Vandenberg AFB, California, USA","Sun Mar 13, 1977 18:41 UTC",Retired,Success
2730,RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia","Thu Mar 10, 1977 11:00 UTC",Retired,Success
2731,RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia","Thu Mar 03, 1977 10:30 UTC",Retired,Success
2732,RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia","Sat Feb 26, 1977 21:18 UTC",Retired,Success
2733,MHI,"LA-Y1, Tanegashima Space Center, Japan","Wed Feb 23, 1977 08:50 UTC",Retired,Success
2734,RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan","Tue Feb 22, 1977 09:19 UTC",Retired,Success
2735,RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia","Mon Feb 21, 1977 17:20 UTC",Retired,Success
2736,ISAS,"Mu Pad, Uchinoura Space Center, Japan","Sat Feb 19, 1977 05:15 UTC",Retired,Success
2737,RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia","Tue Feb 15, 1977",Retired,Success
2738,RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia","Fri Feb 11, 1977 14:57 UTC",Retired,Success
2739,RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia","Wed Feb 09, 1977 11:30 UTC",Retired,Success
2740,RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","Mon Feb 07, 1977 16:11 UTC",Retired,Success
2741,Martin Marietta,"SLC-40, Cape Canaveral AFS, Florida, USA","Sun Feb 06, 1977 06:00 UTC",Retired,Success
2742,RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia","Wed Feb 02, 1977 12:30 UTC",Retired,Success
2743,RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia","Thu Jan 20, 1977 20:05 UTC",Retired,Success
2744,RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan","Thu Jan 20, 1977 08:30 UTC",Retired,Success
2745,RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia","Thu Jan 06, 1977 23:17 UTC",Retired,Success
2746,RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan","Thu Jan 06, 1977 09:40 UTC",Retired,Success
2747,RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia","Tue Dec 28, 1976 07:49 UTC",Retired,Success
2748,RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia","Tue Dec 28, 1976 06:38 UTC",Retired,Success
2749,RVSN USSR,"Site 90/19, Baikonur Cosmodrome, Kazakhstan","Mon Dec 27, 1976 12:05 UTC",Retired,Success
2750,Martin Marietta,"SLC-4E, Vandenberg AFB, California, USA","Sun Dec 19, 1976 18:19 UTC",Retired,Success
2751,RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia","Fri Dec 17, 1976 12:00 UTC",Retired,Success
2752,RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan","Fri Dec 17, 1976 09:30 UTC",Retired,Success
2753,RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia","Thu Dec 16, 1976 10:23 UTC",Retired,Success
2754,RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia","Wed Dec 15, 1976 13:59 UTC",Retired,Success
2755,RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia","Thu Dec 09, 1976 20:00 UTC",Retired,Success
2756,RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia","Thu Dec 09, 1976 10:00 UTC",Retired,Success
2757,CASC,"Site 138 (LA-2B), Jiuquan Satellite Launch Center, China","Tue Dec 07, 1976 04:38 UTC",Retired,Success
2758,RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia","Thu Dec 02, 1976 02:44 UTC",Retired,Success
2759,RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia","Thu Dec 02, 1976 00:17 UTC",Retired,Success
2760,RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","Mon Nov 29, 1976 16:04 UTC",Retired,Success
2761,RVSN USSR,"Site 90/20, Baikonur Cosmodrome, Kazakhstan","Fri Nov 26, 1976 14:30 UTC",Retired,Success
2762,RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan","Thu Nov 25, 1976",Retired,Success
2763,RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia","Tue Nov 23, 1976 16:27 UTC",Retired,Success
2764,RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan","Thu Nov 11, 1976 10:45 UTC",Retired,Success
2765,CASC,"Site 138 (LA-2B), Jiuquan Satellite Launch Center, China","Wed Nov 10, 1976 09:05 UTC",Retired,Success
2766,RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia","Mon Nov 01, 1976 11:20 UTC",Retired,Success
2767,RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia","Fri Oct 29, 1976 12:39 UTC",Retired,Success
2768,RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia","Mon Oct 25, 1976 14:30 UTC",Retired,Success
2769,RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia","Fri Oct 22, 1976 09:11 UTC",Retired,Success
2770,RVSN USSR,"Site 90/19, Baikonur Cosmodrome, Kazakhstan","Thu Oct 21, 1976 16:53 UTC",Retired,Success
2771,RVSN USSR,"Site 90/19, Baikonur Cosmodrome, Kazakhstan","Sun Oct 17, 1976 18:06 UTC",Retired,Success
2772,RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia","Fri Oct 15, 1976 22:59 UTC",Retired,Success
2773,RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","Thu Oct 14, 1976 17:39 UTC",Retired,Success
2774,RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan","Sun Oct 10, 1976 09:35 UTC",Retired,Success
2775,RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia","Mon Oct 04, 1976 11:00 UTC",Retired,Success
2776,RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia","Wed Sep 29, 1976 07:04 UTC",Retired,Success
2777,RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia","Fri Sep 24, 1976 15:00 UTC",Retired,Success
2778,RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan","Wed Sep 22, 1976 09:30 UTC",Retired,Success
2779,RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia","Tue Sep 21, 1976 11:40 UTC",Retired,Success
2780,US Air Force,"SLC-4W, Vandenberg AFB, California, USA","Wed Sep 15, 1976 18:50 UTC",Retired,Success
2781,RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","Wed Sep 15, 1976 09:48 UTC",Retired,Success
2782,RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia","Fri Sep 03, 1976 09:20 UTC",Retired,Success
2783,RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia","Wed Sep 01, 1976 03:23 UTC",Retired,Success
2784,CASC,"Site 138 (LA-2B), Jiuquan Satellite Launch Center, China","Mon Aug 30, 1976 11:45 UTC",Retired,Success
2785,RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan","Sat Aug 28, 1976 09:00 UTC",Retired,Success
2786,RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia","Fri Aug 27, 1976 14:34 UTC",Retired,Success
2787,RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia","Thu Aug 26, 1976 11:00 UTC",Retired,Success
2788,RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia","Wed Aug 18, 1976 09:30 UTC",Retired,Success
2789,RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia","Thu Aug 12, 1976 13:30 UTC",Retired,Success
2790,Martin Marietta,"SLC-4W, Vandenberg AFB, California, USA","Fri Aug 06, 1976",Retired,Success
2791,RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia","Wed Aug 04, 1976 13:40 UTC",Retired,Success
2792,RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia","Thu Jul 29, 1976 20:02 UTC",Retired,Success
2793,RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia","Tue Jul 27, 1976 12:00 UTC",Retired,Success
2794,RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia","Tue Jul 27, 1976 05:21 UTC",Retired,Success
2795,RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","Fri Jul 23, 1976 15:49 UTC",Retired,Success
2796,General Dynamics,"SLC-36B, Cape Canaveral AFS, Florida, USA","Thu Jul 22, 1976 22:04 UTC",Retired,Success
2797,RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia","Thu Jul 22, 1976 15:40 UTC",Retired,Success
2798,RVSN USSR,"Site 90/19, Baikonur Cosmodrome, Kazakhstan","Wed Jul 21, 1976 15:14 UTC",Retired,Success
2799,RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia","Wed Jul 21, 1976 10:20 UTC",Retired,Success
2800,RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia","Thu Jul 15, 1976 13:11 UTC",Retired,Success
2801,RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia","Wed Jul 14, 1976 09:00 UTC",Retired,Success
2802,RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia","Thu Jul 08, 1976 21:08 UTC",Retired,Success
2803,Martin Marietta,"SLC-4E, Vandenberg AFB, California, USA","Thu Jul 08, 1976 18:30 UTC",Retired,Success
2804,RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","Tue Jul 06, 1976 12:08 UTC",Retired,Success
2805,RVSN USSR,"Site 90/19, Baikonur Cosmodrome, Kazakhstan","Fri Jul 02, 1976 10:30 UTC",Retired,Success
2806,RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia","Thu Jul 01, 1976 08:05 UTC",Retired,Success
2807,RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia","Tue Jun 29, 1976 08:12 UTC",Retired,Success
2808,RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan","Tue Jun 29, 1976 07:20 UTC",Retired,Success
2809,Martin Marietta,"SLC-40, Cape Canaveral AFS, Florida, USA","Sat Jun 26, 1976 03:00 UTC",Retired,Success
